   0.20700416E+02   0.10946198E+00   0.00000000E+00   0.10000000E-02
   0.20699952E+02   0.21892232E+00   0.00000000E+00   0.20000000E-02
   0.20699177E+02   0.32837938E+00   0.00000000E+00   0.30000000E-02
   0.20698093E+02   0.43783153E+00   0.00000000E+00   0.40000000E-02
   0.20696700E+02   0.54727713E+00   0.00000000E+00   0.50000000E-02
   0.20694996E+02   0.65671455E+00   0.00000000E+00   0.60000000E-02
   0.20692984E+02   0.76614214E+00   0.00000000E+00   0.70000000E-02
   0.20690662E+02   0.87555828E+00   0.00000000E+00   0.80000000E-02
   0.20688031E+02   0.98496134E+00   0.00000000E+00   0.90000000E-02
   0.20685090E+02   0.10943497E+01   0.00000000E+00   0.10000000E-01
   0.20681841E+02   0.12037217E+01   0.00000000E+00   0.11000000E-01
   0.20678283E+02   0.13130757E+01   0.00000000E+00   0.12000000E-01
   0.20674417E+02   0.14224101E+01   0.00000000E+00   0.13000000E-01
   0.20670242E+02   0.15317233E+01   0.00000000E+00   0.14000000E-01
   0.20665759E+02   0.16410137E+01   0.00000000E+00   0.15000000E-01
   0.20660968E+02   0.17502797E+01   0.00000000E+00   0.16000000E-01
   0.20655870E+02   0.18595195E+01   0.00000000E+00   0.17000000E-01
   0.20650464E+02   0.19687317E+01   0.00000000E+00   0.18000000E-01
   0.20644751E+02   0.20779147E+01   0.00000000E+00   0.19000000E-01
   0.20638732E+02   0.21870667E+01   0.00000000E+00   0.20000000E-01
   0.20632406E+02   0.22961863E+01   0.00000000E+00   0.21000000E-01
   0.20625773E+02   0.24052718E+01   0.00000000E+00   0.22000000E-01
   0.20618836E+02   0.25143216E+01   0.00000000E+00   0.23000000E-01
   0.20611592E+02   0.26233342E+01   0.00000000E+00   0.24000000E-01
   0.20604044E+02   0.27323080E+01   0.00000000E+00   0.25000000E-01
   0.20596191E+02   0.28412414E+01   0.00000000E+00   0.26000000E-01
   0.20588034E+02   0.29501328E+01   0.00000000E+00   0.27000000E-01
   0.20579573E+02   0.30589807E+01   0.00000000E+00   0.28000000E-01
   0.20570809E+02   0.31677836E+01   0.00000000E+00   0.29000000E-01
   0.20561742E+02   0.32765397E+01   0.00000000E+00   0.30000000E-01
